,Point-of-Sale_ID,week,Units
47132,235,2018-06-18,3149.0
8169,41,2018-06-18,3058.0
531,3,2018-06-18,2728.0
80699,402,2018-06-18,1577.0
73865,368,2018-06-18,2260.0
26027,130,2018-06-18,3022.0
43313,216,2018-06-18,2146.0
38891,194,2018-06-18,2791.0
16812,84,2018-06-18,1788.0
60197,300,2018-06-18,1625.0
63413,316,2018-06-18,1190.0
56579,282,2018-06-18,5514.0
27032,135,2018-06-18,2733.0
60398,301,2018-06-18,1459.0
33866,169,2018-06-18,1797.0
30248,151,2018-06-18,3186.0
53966,269,2018-06-18,2399.0
6762,34,2018-06-18,1840.0
31655,158,2018-06-18,1098.0
81302,405,2018-06-18,3681.0
25022,125,2018-06-18,2594.0
20399,102,2018-06-18,3127.0
77081,384,2018-06-18,1500.0
25826,129,2018-06-18,1326.0
18219,91,2018-06-18,770.0
37685,188,2018-06-18,2188.0
29846,149,2018-06-18,2255.0
44519,222,2018-06-18,1186.0
59795,298,2018-06-18,1188.0
5958,30,2018-06-18,3028.0
4551,23,2018-06-18,1922.0
80297,400,2018-06-18,1906.0
36680,183,2018-06-18,1002.0
15807,79,2018-06-18,3202.0
23615,118,2018-06-18,2537.0
72056,359,2018-06-18,4880.0
27635,138,2018-06-18,2395.0
74870,373,2018-06-18,639.0
60599,302,2018-06-18,1918.0
7164,36,2018-06-18,1853.0
77483,386,2018-06-18,1452.0
6159,31,2018-06-18,1779.0
17013,85,2018-06-18,2392.0
79091,394,2018-06-18,2782.0
1335,7,2018-06-18,1369.0
28238,141,2018-06-18,1829.0
57785,288,2018-06-18,3854.0
78890,393,2018-06-18,3420.0
50951,254,2018-06-18,3203.0
71654,357,2018-06-18,2719.0
19796,99,2018-06-18,2310.0
6963,35,2018-06-18,1760.0
24821,124,2018-06-18,1155.0
56780,283,2018-06-18,3278.0
55976,279,2018-06-18,2272.0
74669,372,2018-06-18,1963.0
1938,10,2018-06-18,1154.0
37082,185,2018-06-18,2896.0
55373,276,2018-06-18,3206.0
62609,312,2018-06-18,1804.0
64418,321,2018-06-18,1805.0
29645,148,2018-06-18,2384.0
66830,333,2018-06-18,4176.0
73463,366,2018-06-18,719.0
64820,323,2018-06-18,3097.0
1134,6,2018-06-18,1776.0
70247,350,2018-06-18,1972.0
61604,307,2018-06-18,810.0
36278,181,2018-06-18,2463.0
13395,67,2018-06-18,2097.0
78689,392,2018-06-18,3210.0
71252,355,2018-06-18,2705.0
16611,83,2018-06-18,2310.0
46730,233,2018-06-18,1920.0
9777,49,2018-06-18,3997.0
40901,204,2018-06-18,2315.0
11988,60,2018-06-18,3507.0
4752,24,2018-06-18,3810.0
43514,217,2018-06-18,2810.0
66629,332,2018-06-18,781.0
78488,391,2018-06-18,3533.0
41504,207,2018-06-18,2656.0
80096,399,2018-06-18,3839.0
73061,364,2018-06-18,2063.0
31856,159,2018-06-18,2775.0
45323,226,2018-06-18,2296.0
33263,166,2018-06-18,1749.0
41102,205,2018-06-18,1524.0
70649,352,2018-06-18,1944.0
26228,131,2018-06-18,3154.0
32058,160,2018-06-25,1763.0
51555,257,2018-06-25,3682.0
15205,76,2018-06-25,1684.0
52158,260,2018-06-25,4101.0
16612,83,2018-06-25,1959.0
43314,216,2018-06-25,2045.0
80499,401,2018-06-25,2687.0
71454,356,2018-06-25,4926.0
64419,321,2018-06-25,1753.0
38088,190,2018-06-25,1819.0
72660,362,2018-06-25,3916.0
532,3,2018-06-25,2861.0
31656,158,2018-06-25,1080.0
13195,66,2018-06-25,2357.0
82308,410,2018-06-25,4078.0
28038,140,2018-06-25,2608.0
42711,213,2018-06-25,1754.0
39696,198,2018-06-25,1424.0
8170,41,2018-06-25,2814.0
32259,161,2018-06-25,3127.0
4954,25,2018-06-25,1901.0
14200,71,2018-06-25,2817.0
22410,112,2018-06-25,3316.0
63414,316,2018-06-25,1199.0
68037,339,2018-06-25,1795.0
57786,288,2018-06-25,3613.0
27837,139,2018-06-25,2498.0
9376,47,2018-06-25,1301.0
79494,396,2018-06-25,1367.0
57987,289,2018-06-25,2892.0
31857,159,2018-06-25,2620.0
36681,183,2018-06-25,1177.0
50550,252,2018-06-25,4598.0
69243,345,2018-06-25,2906.0
69444,346,2018-06-25,2324.0
52359,261,2018-06-25,1607.0
26631,133,2018-06-25,2340.0
71052,354,2018-06-25,1592.0
68841,343,2018-06-25,2966.0
28440,142,2018-06-25,2276.0
7969,40,2018-06-25,1523.0
76881,383,2018-06-25,4981.0
61404,306,2018-06-25,2280.0
77886,388,2018-06-25,3404.0
16813,84,2018-06-25,2039.0
77082,384,2018-06-25,1686.0
3145,16,2018-06-25,3367.0
26430,132,2018-06-25,2352.0
34872,174,2018-06-25,1086.0
47334,236,2018-06-25,1448.0
71253,355,2018-06-25,2820.0
64620,322,2018-06-25,1918.0
29445,147,2018-06-25,2227.0
38490,192,2018-06-25,2202.0
10381,52,2018-06-25,2642.0
36882,184,2018-06-25,2132.0
78690,392,2018-06-25,2892.0
61806,308,2018-06-25,1850.0
24822,124,2018-06-25,1223.0
2140,11,2018-06-25,2526.0
17416,87,2018-06-25,2940.0
44319,221,2018-06-25,680.0
20802,104,2018-06-25,2241.0
7768,39,2018-06-25,1418.0
12994,65,2018-06-25,3205.0
7567,38,2018-06-25,1538.0
55776,278,2018-06-25,2597.0
53565,267,2018-06-25,1986.0
13999,70,2018-06-25,1217.0
41103,205,2018-06-25,1574.0
53766,268,2018-06-25,3755.0
48942,244,2018-06-25,1130.0
2743,14,2018-06-25,1987.0
74871,373,2018-06-25,640.0
3346,17,2018-06-25,3737.0
38691,193,2018-06-25,2544.0
64821,323,2018-06-25,3378.0
15004,75,2018-06-25,2578.0
19596,98,2018-06-25,1604.0
1135,6,2018-06-25,1865.0
5356,27,2018-06-25,3159.0
75876,378,2018-06-25,1458.0
39897,199,2018-06-25,1598.0
58188,290,2018-06-25,1864.0
34068,170,2018-06-25,1428.0
34269,171,2018-06-25,1578.0
82107,409,2018-06-25,2282.0
16411,82,2018-06-25,1908.0
44922,224,2018-06-25,946.0
46731,233,2018-06-25,1658.0
10984,55,2018-06-25,1532.0
68238,340,2018-06-25,2664.0
41505,207,2018-06-25,2712.0
57585,287,2018-06-25,3932.0
24621,123,2018-06-25,2135.0
69042,344,2018-06-25,993.0
4552,23,2018-06-25,1864.0
30651,153,2018-06-25,968.0
29244,146,2018-06-25,2625.0
61605,307,2018-06-25,898.0
21405,107,2018-06-25,2291.0
68640,342,2018-06-25,2244.0
48540,242,2018-06-25,1824.0
8773,44,2018-06-25,3121.0
47535,237,2018-06-25,687.0
76479,381,2018-06-25,2015.0
17215,86,2018-06-25,1956.0
40902,204,2018-06-25,2066.0
12793,64,2018-06-25,3176.0
10582,53,2018-06-25,2156.0
12190,61,2018-06-25,2600.0
68439,341,2018-06-25,1876.0
22209,111,2018-06-25,2893.0
65223,325,2018-06-25,1997.0
36480,182,2018-06-25,2379.0
19998,100,2018-06-25,3976.0
53967,269,2018-06-25,2468.0
19797,99,2018-06-25,2448.0
25224,126,2018-06-25,2292.0
45726,228,2018-06-25,1522.0
55977,279,2018-06-25,2405.0
21003,105,2018-06-25,708.0
50751,253,2018-06-25,962.0
6562,33,2018-06-25,1793.0
24420,122,2018-06-25,2154.0
28239,141,2018-06-25,1504.0
48339,241,2018-06-25,1780.0
54972,274,2018-06-25,1466.0
4351,22,2018-06-25,3027.0
65022,324,2018-06-25,3088.0
25023,125,2018-06-25,2639.0
36078,180,2018-06-25,3332.0
7165,36,2018-06-25,1758.0
81705,407,2018-06-25,3794.0
72258,360,2018-06-25,4542.0
42108,210,2018-06-25,3819.0
75675,377,2018-06-25,1594.0
5959,30,2018-06-25,3076.0
73464,366,2018-06-25,726.0
33465,167,2018-06-25,559.0
78288,390,2018-06-25,2738.0
13798,69,2018-06-25,2733.0
62610,312,2018-06-25,1612.0
37485,187,2018-06-25,899.0
30048,150,2018-06-25,1859.0
32862,164,2018-06-25,1307.0
48741,243,2018-06-25,407.0
58389,291,2018-06-25,1641.0
1537,8,2018-06-25,3800.0
35676,178,2018-06-25,754.0
17014,85,2018-06-25,2582.0
35877,179,2018-06-25,1610.0
40098,200,2018-06-25,787.0
58590,292,2018-06-25,6852.0
13597,68,2018-06-25,1483.0
81906,408,2018-06-25,1867.0
37083,185,2018-06-25,2899.0
1939,10,2018-06-25,1254.0
50952,254,2018-06-25,3784.0
6964,35,2018-06-25,1921.0
1336,7,2018-06-25,1409.0
45324,226,2018-06-25,2471.0
78891,393,2018-06-25,3185.0
79092,394,2018-06-25,2702.0
80298,400,2018-06-25,1787.0
56781,283,2018-06-25,3704.0
74670,372,2018-06-25,1762.0
55374,276,2018-06-25,3188.0
29646,148,2018-06-25,2203.0
59796,298,2018-06-25,1129.0
81303,405,2018-06-25,3349.0
66831,333,2018-06-25,3987.0
71655,357,2018-06-25,2657.0
39495,197,2018-06-25,1497.0
20400,102,2018-06-25,3016.0
15607,78,2018-06-25,6181.0
80097,399,2018-06-25,3750.0
78489,391,2018-06-25,3568.0
66630,332,2018-06-25,899.0
11989,60,2018-06-25,3752.0
70248,350,2018-06-25,1712.0
13396,67,2018-06-25,2186.0
25827,129,2018-06-25,1230.0
9778,49,2018-06-25,3727.0
77484,386,2018-06-25,1510.0
70650,352,2018-06-25,1852.0
60600,302,2018-06-25,1740.0
23616,118,2018-06-25,2619.0
27636,138,2018-06-25,2658.0
37686,188,2018-06-25,2010.0
29847,149,2018-06-25,2236.0
33264,166,2018-06-25,1654.0
18220,91,2018-06-25,707.0
44520,222,2018-06-25,1239.0
72057,359,2018-06-25,4908.0
54369,271,2018-06-25,1902.0
34671,173,2018-06-25,1388.0
18019,90,2018-06-25,2179.0
60801,303,2018-06-25,1773.0
51153,255,2018-06-25,1874.0
22812,114,2018-06-25,1880.0
53163,265,2018-06-25,1904.0
35274,176,2018-06-25,1717.0
10783,54,2018-06-25,2436.0
31455,157,2018-06-25,754.0
75072,374,2018-06-25,3278.0
19225,96,2018-06-25,1297.0
62208,310,2018-06-25,746.0
23817,119,2018-06-25,2661.0
32460,162,2018-06-25,1725.0
42309,211,2018-06-25,1481.0
75474,376,2018-06-25,1198.0
31254,156,2018-06-25,1810.0
67032,334,2018-06-25,3021.0
37887,189,2018-06-25,1563.0
15808,79,2018-06-25,3302.0
63615,317,2018-06-25,844.0
36279,181,2018-06-25,2297.0
26229,131,2018-06-25,3123.0
4753,24,2018-06-25,3722.0
73062,364,2018-06-25,1929.0
43515,217,2018-06-25,2456.0
65625,327,2018-06-25,2164.0
49545,247,2018-06-25,882.0
40701,203,2018-06-25,1245.0
27435,137,2018-06-25,1986.0
70047,349,2018-06-25,1955.0
59595,297,2018-06-25,3117.0
52560,262,2018-06-25,1494.0
11587,58,2018-06-25,2411.0
37284,186,2018-06-25,1272.0
64017,319,2018-06-25,1114.0
63816,318,2018-06-25,1351.0
52962,264,2018-06-25,2169.0
31053,155,2018-06-25,1298.0
10180,51,2018-06-25,1954.0
33867,169,2018-06-25,1632.0
56580,282,2018-06-25,5746.0
60198,300,2018-06-25,1677.0
60399,301,2018-06-25,1312.0
73866,368,2018-06-25,2046.0
71856,358,2018-06-25,3220.0
62409,311,2018-06-25,2180.0
80700,402,2018-06-25,1547.0
56379,281,2018-06-25,1758.0
54570,272,2018-06-25,5720.0
2542,13,2018-06-25,3065.0
74067,369,2018-06-25,1157.0
42912,214,2018-06-25,1508.0
18622,93,2018-06-25,2257.0
66027,329,2018-06-25,3570.0
6361,32,2018-06-25,3420.0
73263,365,2018-06-25,758.0
27033,135,2018-06-25,2683.0
35475,177,2018-06-25,994.0
18823,94,2018-06-25,1045.0
63012,314,2018-06-25,1785.0
15406,77,2018-06-25,2523.0
52761,263,2018-06-25,2845.0
45927,229,2018-06-25,1303.0
49947,249,2018-06-25,1959.0
14401,72,2018-06-25,5386.0
46932,234,2018-06-25,1218.0
51756,258,2018-06-25,2424.0
66228,330,2018-06-25,2297.0
20601,103,2018-06-25,5538.0
23214,116,2018-06-25,1469.0
26028,130,2018-06-25,3839.0
39294,196,2018-06-25,3902.0
76680,382,2018-06-25,3157.0
9175,46,2018-06-25,1848.0
8371,42,2018-06-25,4633.0
8974,45,2018-06-25,3300.0
70449,351,2018-06-25,2484.0
7366,37,2018-06-25,4685.0
28842,144,2018-06-25,1675.0
42510,212,2018-06-25,2410.0
21807,109,2018-06-25,2007.0
6763,34,2018-06-25,1628.0
23013,115,2018-06-25,2843.0
44721,223,2018-06-25,1724.0
21204,106,2018-06-25,3530.0
5758,29,2018-06-25,2747.0
80901,403,2018-06-25,1289.0
18421,92,2018-06-25,5441.0
19024,95,2018-06-25,1877.0
14602,73,2018-06-25,4405.0
40500,202,2018-06-25,1497.0
47736,238,2018-06-25,2578.0
65826,328,2018-06-25,1621.0
43917,219,2018-06-25,2530.0
47937,239,2018-06-25,2059.0
47133,235,2018-06-25,3023.0
29043,145,2018-06-25,1361.0
81102,404,2018-06-25,4070.0
33666,168,2018-06-25,2044.0
74469,371,2018-06-25,1180.0
46530,232,2018-06-25,2173.0
30249,151,2018-06-25,3064.0
331,2,2018-06-25,1754.0
41907,209,2018-06-25,3691.0
77685,387,2018-06-25,3841.0
59997,299,2018-06-25,2506.0
38289,191,2018-06-25,1367.0
3547,18,2018-06-25,1878.0
55173,275,2018-06-25,2618.0
46128,230,2018-06-25,1452.0
49746,248,2018-06-25,1342.0
32661,163,2018-06-25,1957.0
23415,117,2018-06-25,3861.0
12391,62,2018-06-25,5147.0
66429,331,2018-06-25,2058.0
51354,256,2018-06-25,2070.0
50148,250,2018-06-25,2597.0
16009,80,2018-06-25,3784.0
63213,315,2018-06-25,1027.0
17617,88,2018-06-25,1492.0
79896,398,2018-06-25,2943.0
26832,134,2018-06-25,1095.0
2944,15,2018-06-25,2308.0
3748,19,2018-06-25,2738.0
67635,337,2018-06-25,1110.0
35073,175,2018-06-25,1768.0
130,1,2018-06-25,2807.0
44118,220,2018-06-25,962.0
51957,259,2018-06-25,1325.0
11386,57,2018-06-25,3672.0
22611,113,2018-06-25,2290.0
59193,295,2018-06-25,1292.0
57183,285,2018-06-25,2042.0
78087,389,2018-06-25,4157.0
5557,28,2018-06-25,1629.0
30852,154,2018-06-25,1059.0
28641,143,2018-06-25,1395.0
67434,336,2018-06-25,1341.0
41304,206,2018-06-25,2487.0
33063,165,2018-06-25,1688.0
69846,348,2018-06-25,2853.0
6160,31,2018-06-25,1859.0
17818,89,2018-06-25,3347.0
64218,320,2018-06-25,894.0
62811,313,2018-06-25,955.0
24018,120,2018-06-25,2634.0
70851,353,2018-06-25,1793.0
73665,367,2018-06-25,3208.0
55575,277,2018-06-25,3349.0
61002,304,2018-06-25,2328.0
48138,240,2018-06-25,2400.0
56178,280,2018-06-25,6082.0
53364,266,2018-06-25,1901.0
58791,293,2018-06-25,1371.0
733,4,2018-06-25,3742.0
34470,172,2018-06-25,2576.0
79293,395,2018-06-25,1243.0
54168,270,2018-06-25,2128.0
76278,380,2018-06-25,2078.0
54771,273,2018-06-25,3420.0
24219,121,2018-06-25,1516.0
61203,305,2018-06-25,1630.0
8572,43,2018-06-25,2293.0
50349,251,2018-06-25,3464.0
45123,225,2018-06-25,1169.0
57384,286,2018-06-25,2698.0
72861,363,2018-06-25,1383.0
74268,370,2018-06-25,1207.0
16210,81,2018-06-25,1366.0
49143,245,2018-06-25,2454.0
934,5,2018-06-25,1943.0
69645,347,2018-06-25,4230.0
77283,385,2018-06-25,1635.0
40299,201,2018-06-25,2649.0
11788,59,2018-06-25,3044.0
25425,127,2018-06-25,1493.0
19395,97,2018-06-25,970.0
20199,101,2018-06-25,1677.0
43716,218,2018-06-25,1987.0
67836,338,2018-06-25,2162.0
11185,56,2018-06-25,3698.0
58992,294,2018-06-25,1475.0
46329,231,2018-06-25,2903.0
22008,110,2018-06-25,2635.0
5155,26,2018-06-25,2503.0
21606,108,2018-06-25,1391.0
45525,227,2018-06-25,1819.0
38892,194,2018-06-25,2775.0
72459,361,2018-06-25,2533.0
75273,375,2018-06-25,618.0
81504,406,2018-06-25,2281.0
1738,9,2018-06-25,2074.0
67233,335,2018-06-25,1729.0
76077,379,2018-06-25,2062.0
65424,326,2018-06-25,1235.0
41706,208,2018-06-25,2326.0
62007,309,2018-06-25,1525.0
43113,215,2018-06-25,3260.0
27234,136,2018-06-25,3894.0
39093,195,2018-06-25,1444.0
9577,48,2018-06-25,5302.0
25626,128,2018-06-25,2252.0
12592,63,2018-06-25,2822.0
4150,21,2018-06-25,2214.0
3949,20,2018-06-25,1355.0
30450,152,2018-06-25,935.0
49344,246,2018-06-25,1188.0
2341,12,2018-06-25,1942.0
9979,50,2018-06-25,2267.0
56982,284,2018-06-25,2440.0
59394,296,2018-06-25,3434.0
14803,74,2018-06-25,2757.0
79695,397,2018-06-25,1463.0
62209,310,2018-07-02,739.0
78289,390,2018-07-02,2795.0
54571,272,2018-07-02,6135.0
1739,9,2018-07-02,2367.0
57586,287,2018-07-02,4182.0
74068,369,2018-07-02,1366.0
10784,54,2018-07-02,2744.0
20200,101,2018-07-02,1705.0
11186,56,2018-07-02,3732.0
61807,308,2018-07-02,1977.0
19999,100,2018-07-02,3842.0
25426,127,2018-07-02,1456.0
75073,374,2018-07-02,3037.0
11789,59,2018-07-02,2729.0
1538,8,2018-07-02,3789.0
69646,347,2018-07-02,4883.0
46129,230,2018-07-02,1405.0
32863,164,2018-07-02,1302.0
30250,151,2018-07-02,3151.0
54370,271,2018-07-02,2256.0
34672,173,2018-07-02,1354.0
38290,191,2018-07-02,1345.0
10583,53,2018-07-02,2368.0
3548,18,2018-07-02,1820.0
25627,128,2018-07-02,2375.0
40300,201,2018-07-02,2927.0
26230,131,2018-07-02,3426.0
36481,182,2018-07-02,2653.0
332,2,2018-07-02,1658.0
46330,231,2018-07-02,3002.0
62410,311,2018-07-02,2376.0
28039,140,2018-07-02,2728.0
29647,148,2018-07-02,2440.0
6362,32,2018-07-02,3607.0
2141,11,2018-07-02,3014.0
64621,322,2018-07-02,1801.0
32059,160,2018-07-02,1510.0
20602,103,2018-07-02,5352.0
54772,273,2018-07-02,3728.0
8372,42,2018-07-02,4912.0
32461,162,2018-07-02,1617.0
54169,270,2018-07-02,2416.0
51757,258,2018-07-02,2270.0
42310,211,2018-07-02,1724.0
9377,47,2018-07-02,1306.0
56983,284,2018-07-02,2532.0
33868,169,2018-07-02,2028.0
734,4,2018-07-02,3917.0
40099,200,2018-07-02,954.0
57988,289,2018-07-02,2658.0
35878,179,2018-07-02,1377.0
26029,130,2018-07-02,3038.0
69445,346,2018-07-02,2637.0
25225,126,2018-07-02,2288.0
8573,43,2018-07-02,2619.0
43315,216,2018-07-02,2333.0
14000,70,2018-07-02,1334.0
56380,281,2018-07-02,1721.0
16211,81,2018-07-02,1463.0
21607,108,2018-07-02,1535.0
56581,282,2018-07-02,5803.0
22009,110,2018-07-02,2807.0
32662,163,2018-07-02,1755.0
15206,76,2018-07-02,1867.0
79696,397,2018-07-02,2096.0
70450,351,2018-07-02,2953.0
57385,286,2018-07-02,2875.0
36883,184,2018-07-02,2450.0
68842,343,2018-07-02,3405.0
75274,375,2018-07-02,653.0
76681,382,2018-07-02,3478.0
35677,178,2018-07-02,594.0
39295,196,2018-07-02,4183.0
72259,360,2018-07-02,5154.0
56179,280,2018-07-02,6318.0
6764,34,2018-07-02,1822.0
20401,102,2018-07-02,3429.0
38089,190,2018-07-02,1950.0
43516,217,2018-07-02,2814.0
37687,188,2018-07-02,2187.0
27637,138,2018-07-02,2300.0
5960,30,2018-07-02,3506.0
70852,353,2018-07-02,1961.0
1136,6,2018-07-02,1883.0
62611,312,2018-07-02,1845.0
70651,352,2018-07-02,1878.0
33466,167,2018-07-02,605.0
41104,205,2018-07-02,1623.0
9779,49,2018-07-02,4121.0
70249,350,2018-07-02,1989.0
11990,60,2018-07-02,3551.0
69043,344,2018-07-02,837.0
57184,285,2018-07-02,2003.0
53968,269,2018-07-02,2415.0
78088,389,2018-07-02,4489.0
73666,367,2018-07-02,4055.0
64219,320,2018-07-02,837.0
5357,27,2018-07-02,3548.0
30451,152,2018-07-02,1164.0
16613,83,2018-07-02,1982.0
56782,283,2018-07-02,3855.0
7568,38,2018-07-02,1584.0
48139,240,2018-07-02,2681.0
64420,321,2018-07-02,1753.0
80299,400,2018-07-02,1949.0
44521,222,2018-07-02,1236.0
50953,254,2018-07-02,3678.0
41305,206,2018-07-02,2493.0
3347,17,2018-07-02,3742.0
72460,361,2018-07-02,2725.0
55978,279,2018-07-02,2500.0
6965,35,2018-07-02,2001.0
51154,255,2018-07-02,1905.0
69847,348,2018-07-02,3429.0
63616,317,2018-07-02,1010.0
25024,125,2018-07-02,2758.0
57787,288,2018-07-02,3506.0
32260,161,2018-07-02,3004.0
64018,319,2018-07-02,1001.0
15608,78,2018-07-02,6514.0
69244,345,2018-07-02,2944.0
80902,403,2018-07-02,1503.0
47737,238,2018-07-02,2848.0
79897,398,2018-07-02,3460.0
26431,132,2018-07-02,2275.0
6563,33,2018-07-02,2036.0
21808,109,2018-07-02,1964.0
11588,58,2018-07-02,2580.0
38893,194,2018-07-02,2788.0
3749,19,2018-07-02,2799.0
48340,241,2018-07-02,1870.0
5759,29,2018-07-02,2815.0
6161,31,2018-07-02,2075.0
81103,404,2018-07-02,4525.0
25828,129,2018-07-02,1372.0
50752,253,2018-07-02,946.0
46933,234,2018-07-02,1115.0
27838,139,2018-07-02,2476.0
20803,104,2018-07-02,2039.0
10985,55,2018-07-02,1790.0
16412,82,2018-07-02,2158.0
34270,171,2018-07-02,1363.0
44320,221,2018-07-02,737.0
2945,15,2018-07-02,2535.0
78490,391,2018-07-02,3813.0
12794,64,2018-07-02,3443.0
44923,224,2018-07-02,1221.0
63817,318,2018-07-02,1396.0
16010,80,2018-07-02,3993.0
15809,79,2018-07-02,3259.0
76882,383,2018-07-02,5669.0
43918,219,2018-07-02,2624.0
29446,147,2018-07-02,2325.0
4553,23,2018-07-02,2010.0
47536,237,2018-07-02,719.0
27436,137,2018-07-02,2373.0
62008,309,2018-07-02,1441.0
51958,259,2018-07-02,1346.0
47938,239,2018-07-02,2083.0
48541,242,2018-07-02,1913.0
70048,349,2018-07-02,2099.0
37486,187,2018-07-02,973.0
81706,407,2018-07-02,4302.0
24823,124,2018-07-02,1312.0
53566,267,2018-07-02,1628.0
55777,278,2018-07-02,2574.0
53164,265,2018-07-02,1802.0
31255,156,2018-07-02,1841.0
19597,98,2018-07-02,1605.0
48943,244,2018-07-02,1326.0
75475,376,2018-07-02,981.0
34069,170,2018-07-02,1694.0
77284,385,2018-07-02,1730.0
19396,97,2018-07-02,920.0
80098,399,2018-07-02,4325.0
24622,123,2018-07-02,2057.0
935,5,2018-07-02,1979.0
82108,409,2018-07-02,2221.0
37084,185,2018-07-02,2851.0
66631,332,2018-07-02,826.0
76480,381,2018-07-02,2111.0
60802,303,2018-07-02,1774.0
1337,7,2018-07-02,1405.0
68239,340,2018-07-02,3020.0
13397,67,2018-07-02,2279.0
29245,146,2018-07-02,2643.0
18020,90,2018-07-02,2486.0
77485,386,2018-07-02,1655.0
8774,44,2018-07-02,3371.0
19025,95,2018-07-02,1970.0
60601,302,2018-07-02,1960.0
2342,12,2018-07-02,1947.0
35275,176,2018-07-02,1579.0
2744,14,2018-07-02,2366.0
52963,264,2018-07-02,2247.0
23617,118,2018-07-02,2514.0
31054,155,2018-07-02,1340.0
53365,266,2018-07-02,1962.0
26833,134,2018-07-02,1098.0
59395,296,2018-07-02,3246.0
17618,88,2018-07-02,1579.0
28843,144,2018-07-02,1951.0
78691,392,2018-07-02,3506.0
42511,212,2018-07-02,2676.0
4955,25,2018-07-02,1942.0
8975,45,2018-07-02,3388.0
21406,107,2018-07-02,2370.0
26632,133,2018-07-02,2296.0
73063,364,2018-07-02,2172.0
39697,198,2018-07-02,1532.0
44722,223,2018-07-02,1893.0
72058,359,2018-07-02,5031.0
61405,306,2018-07-02,2457.0
80500,401,2018-07-02,3032.0
21205,106,2018-07-02,3661.0
71254,355,2018-07-02,3229.0
34873,174,2018-07-02,976.0
63214,315,2018-07-02,997.0
18422,92,2018-07-02,5663.0
23818,119,2018-07-02,2977.0
68440,341,2018-07-02,1862.0
40501,202,2018-07-02,1766.0
65023,324,2018-07-02,3292.0
14603,73,2018-07-02,4642.0
19226,96,2018-07-02,1380.0
58390,291,2018-07-02,1786.0
65827,328,2018-07-02,1783.0
31456,157,2018-07-02,815.0
31858,159,2018-07-02,2871.0
67033,334,2018-07-02,2819.0
5156,26,2018-07-02,2551.0
77887,388,2018-07-02,2950.0
28441,142,2018-07-02,2150.0
72862,363,2018-07-02,1877.0
59797,298,2018-07-02,1255.0
67837,338,2018-07-02,2567.0
52360,261,2018-07-02,1510.0
45124,225,2018-07-02,1251.0
18221,91,2018-07-02,741.0
17417,87,2018-07-02,2948.0
47335,236,2018-07-02,1556.0
50350,251,2018-07-02,3967.0
3146,16,2018-07-02,3264.0
38491,192,2018-07-02,2512.0
22813,114,2018-07-02,1884.0
31657,158,2018-07-02,1186.0
22411,112,2018-07-02,3478.0
51355,256,2018-07-02,2024.0
74671,372,2018-07-02,1882.0
50149,250,2018-07-02,2845.0
40702,203,2018-07-02,1270.0
58792,293,2018-07-02,1403.0
61204,305,2018-07-02,1613.0
24220,121,2018-07-02,1470.0
34471,172,2018-07-02,2686.0
36280,181,2018-07-02,2247.0
4754,24,2018-07-02,3854.0
49546,247,2018-07-02,912.0
79294,395,2018-07-02,1690.0
21004,105,2018-07-02,788.0
10382,52,2018-07-02,2732.0
43717,218,2018-07-02,2329.0
59596,297,2018-07-02,3008.0
55375,276,2018-07-02,3460.0
17216,86,2018-07-02,1969.0
33265,166,2018-07-02,1619.0
29848,149,2018-07-02,2351.0
42109,210,2018-07-02,3769.0
65626,327,2018-07-02,2393.0
75676,377,2018-07-02,1663.0
30049,150,2018-07-02,1589.0
58993,294,2018-07-02,1621.0
39496,197,2018-07-02,1560.0
4352,22,2018-07-02,3073.0
58591,292,2018-07-02,7254.0
37285,186,2018-07-02,1414.0
71656,357,2018-07-02,2892.0
1940,10,2018-07-02,1222.0
37888,189,2018-07-02,1657.0
24421,122,2018-07-02,1885.0
65224,325,2018-07-02,2167.0
66832,333,2018-07-02,4690.0
49144,245,2018-07-02,2027.0
54973,274,2018-07-02,1686.0
45325,226,2018-07-02,2581.0
68038,339,2018-07-02,2046.0
78892,393,2018-07-02,3345.0
79093,394,2018-07-02,3153.0
82309,410,2018-07-02,4120.0
74269,370,2018-07-02,1292.0
52561,262,2018-07-02,1369.0
51556,257,2018-07-02,4051.0
81304,405,2018-07-02,4093.0
71455,356,2018-07-02,5587.0
29044,145,2018-07-02,1321.0
23014,115,2018-07-02,3211.0
76279,380,2018-07-02,2109.0
15005,75,2018-07-02,2630.0
58189,290,2018-07-02,1985.0
50551,252,2018-07-02,4502.0
24019,120,2018-07-02,2745.0
59998,299,2018-07-02,2447.0
73867,368,2018-07-02,2255.0
66229,330,2018-07-02,2264.0
53767,268,2018-07-02,4046.0
38692,193,2018-07-02,2698.0
39898,199,2018-07-02,1690.0
14804,74,2018-07-02,2977.0
